OverallQual,GrLivArea,BsmtQual,Neighborhood,KitchenQual,BsmtFinSF1,TotalBsmtSF,1stFlrSF,GarageArea,FullBath,MasVnrArea,ExterQual,YearRemod/Add,MSSubClass,YearBuilt,SalePrice
6,2544,TA,NAmes,TA,0.0,1248.0,1248,907.0,2,480.0,TA,1969,90,1969,190000
6,1380,TA,NAmes,TA,384.0,1380.0,1380,364.0,1,295.0,TA,1963,20,1963,154000
6,1040,TA,NAmes,TA,872.0,1040.0,1040,480.0,1,0.0,Fa,1967,20,1967,163000
5,2634,TA,NAmes,TA,500.0,1248.0,1338,968.0,2,368.0,TA,1969,90,1969,200000
6,951,TA,NAmes,Gd,745.0,951.0,951,480.0,1,0.0,Gd,2007,20,1958,143500
6,1105,TA,NAmes,TA,546.0,1105.0,1105,308.0,1,143.0,TA,1957,20,1957,135000
5,1306,TA,NAmes,TA,860.0,992.0,1306,756.0,1,0.0,TA,2000,20,1957,153000
6,1478,TA,NAmes,TA,1270.0,1478.0,1478,498.0,2,30.0,TA,1960,20,1960,157500
6,1142,Gd,NAmes,TA,0.0,160.0,1142,384.0,1,82.0,TA,1958,20,1958,113500
3,1040,,NAmes,TA,0.0,0.0,1040,400.0,2,0.0,TA,1950,90,1950,92900
6,1133,TA,NAmes,TA,621.0,795.0,765,900.0,1,0.0,TA,1950,50,1950,128500
4,1040,,NAmes,TA,0.0,0.0,1040,420.0,2,0.0,TA,1950,90,1949,90000
5,1904,TA,NAmes,TA,180.0,1208.0,1136,240.0,1,0.0,TA,1982,50,1950,138000
5,1041,TA,NAmes,TA,0.0,1041.0,1041,294.0,1,0.0,TA,1958,20,1958,128000
5,1339,TA,NAmes,TA,504.0,1029.0,1339,294.0,1,0.0,TA,1965,20,1958,139000
5,732,TA,NAmes,TA,630.0,732.0,732,240.0,1,0.0,TA,1952,20,1952,118900
5,1183,Gd,NAmes,TA,433.0,528.0,1183,288.0,1,0.0,TA,1959,80,1959,138000
5,1148,TA,NAmes,TA,1148.0,1148.0,1148,672.0,1,0.0,TA,1959,20,1959,132500
4,1461,TA,NAmes,TA,0.0,832.0,832,384.0,2,0.0,TA,1996,50,1949,133500
6,1806,TA,NAmes,TA,0.0,780.0,993,483.0,1,420.0,TA,1964,60,1964,144750
5,941,Gd,NAmes,Gd,941.0,941.0,941,564.0,1,124.0,TA,1978,90,1978,145000
6,1045,TA,NAmes,TA,826.0,1045.0,1045,264.0,1,0.0,TA,1963,20,1963,127000
5,894,TA,NAmes,TA,0.0,894.0,894,308.0,1,0.0,TA,1962,20,1962,109500
6,1224,TA,OldTown,TA,468.0,818.0,818,210.0,1,0.0,TA,2004,50,1926,115000
5,1230,TA,OldTown,TA,0.0,440.0,682,440.0,1,0.0,TA,1981,50,1910,110000
6,1378,TA,OldTown,Gd,0.0,901.0,861,162.0,1,0.0,TA,1998,50,1935,128900
6,1944,TA,OldTown,TA,633.0,972.0,972,324.0,2,0.0,TA,1950,90,1910,103500
5,1131,TA,OldTown,TA,0.0,676.0,676,200.0,1,0.0,TA,1950,50,1941,66500
5,1306,TA,OldTown,Gd,0.0,240.0,810,472.0,1,0.0,TA,2003,50,1910,130000
5,1464,TA,OldTown,TA,0.0,504.0,764,0.0,2,0.0,Gd,2002,70,1910,129000
5,1558,TA,OldTown,TA,421.0,690.0,868,400.0,1,0.0,TA,1950,70,1939,150000
5,2372,TA,OldTown,TA,0.0,994.0,1378,432.0,2,0.0,TA,1965,70,1892,107500
4,1701,Fa,OldTown,Fa,0.0,600.0,1101,0.0,2,0.0,Fa,1950,190,1920,94550
5,1960,TA,OldTown,TA,0.0,960.0,960,400.0,2,360.0,TA,1952,90,1952,124500
7,1389,TA,OldTown,TA,0.0,651.0,707,240.0,1,0.0,TA,1992,60,1946,135000
5,1447,Fa,OldTown,TA,0.0,801.0,801,0.0,1,0.0,TA,1950,50,1910,103000
4,936,Fa,OldTown,TA,0.0,936.0,936,576.0,1,0.0,Fa,1953,20,1953,93000
5,1328,TA,OldTown,TA,384.0,768.0,768,308.0,1,0.0,TA,1970,50,1950,129500
5,1387,TA,OldTown,Gd,0.0,811.0,811,256.0,2,0.0,TA,1954,190,1954,93000
4,861,Fa,OldTown,TA,0.0,861.0,861,288.0,1,0.0,TA,1950,30,1920,80000
2,612,,OldTown,TA,0.0,0.0,612,308.0,1,0.0,TA,1950,30,1940,45000
3,968,TA,OldTown,TA,0.0,600.0,600,0.0,1,0.0,TA,1950,50,1910,37900
5,886,Fa,OldTown,TA,0.0,190.0,886,273.0,1,0.0,TA,1996,30,1938,91300
5,792,Fa,OldTown,TA,0.0,624.0,792,287.0,1,0.0,Gd,1950,30,1923,99500
4,1452,TA,OldTown,TA,0.0,736.0,736,0.0,2,0.0,TA,2008,190,1920,113000
4,1510,Fa,OldTown,Gd,0.0,677.0,833,720.0,2,0.0,Gd,1950,70,1910,87500
5,1284,TA,OldTown,TA,312.0,720.0,720,240.0,1,0.0,TA,1950,50,1947,110000
5,2138,TA,OldTown,TA,0.0,849.0,1075,360.0,2,0.0,TA,1965,75,1898,106000
7,2640,TA,OldTown,Gd,0.0,1240.0,1320,864.0,1,0.0,Gd,2003,70,1880,265979
6,2007,Fa,OldTown,Ex,0.0,917.0,1090,357.0,2,0.0,TA,1950,70,1900,160000
6,1288,TA,OldTown,Ex,0.0,624.0,664,280.0,1,0.0,TA,2007,70,1917,119000
8,1742,TA,OldTown,Gd,216.0,916.0,916,424.0,1,0.0,Gd,1986,70,1882,168000
4,816,TA,OldTown,TA,0.0,624.0,816,0.0,1,0.0,TA,1950,30,1910,58500
7,1482,TA,OldTown,TA,624.0,650.0,832,324.0,1,0.0,TA,1988,70,1920,143000
5,1022,TA,OldTown,TA,247.0,1022.0,1022,280.0,1,0.0,TA,2006,30,1910,85000
6,1521,TA,OldTown,Gd,0.0,741.0,780,640.0,1,0.0,TA,2002,70,1910,146500
4,720,TA,IDOTRR,TA,495.0,720.0,720,0.0,1,0.0,TA,1950,30,1920,34900
3,797,Fa,IDOTRR,TA,0.0,245.0,797,0.0,1,0.0,TA,1950,30,1900,44000
5,1576,TA,BrkSide,Gd,1309.0,1324.0,1072,528.0,1,0.0,TA,2004,70,1923,223500
6,1432,TA,BrkSide,Gd,0.0,1022.0,1432,216.0,1,0.0,TA,1950,30,1923,149000
7,1548,TA,BrkSide,Ex,0.0,952.0,952,672.0,2,0.0,Gd,2007,50,1925,205000
5,1654,TA,BrkSide,TA,0.0,297.0,1001,336.0,2,0.0,TA,1982,70,1930,137000
6,952,TA,BrkSide,Fa,0.0,952.0,952,192.0,1,0.0,TA,1950,30,1916,121000
4,1324,TA,BrkSide,TA,672.0,672.0,757,240.0,1,0.0,TA,1950,50,1936,128000
6,1176,TA,BrkSide,TA,0.0,698.0,786,624.0,1,0.0,Gd,2000,50,1937,134900
5,1348,TA,BrkSide,TA,0.0,884.0,884,216.0,1,0.0,TA,1997,50,1925,117000
6,1412,TA,BrkSide,TA,0.0,780.0,825,280.0,1,0.0,TA,1950,50,1939,132500
5,1142,TA,BrkSide,TA,220.0,468.0,822,320.0,1,444.0,TA,1950,50,1924,93000
6,904,TA,BrkSide,TA,0.0,884.0,904,180.0,1,0.0,Gd,2004,45,1926,119000
5,1301,TA,BrkSide,Fa,405.0,1145.0,1301,440.0,1,0.0,TA,1950,30,1924,100000
5,1539,TA,BrkSide,TA,0.0,927.0,1067,576.0,1,0.0,TA,1950,50,1936,141500
4,1573,TA,BrkSide,Gd,0.0,884.0,989,240.0,1,0.0,TA,1995,50,1935,133000
2,800,TA,BrkSide,Fa,0.0,264.0,800,0.0,1,0.0,Fa,1950,30,1936,60000
5,875,TA,BrkSide,TA,209.0,715.0,875,180.0,1,0.0,TA,1993,30,1931,105000
5,995,TA,BrkSide,TA,0.0,960.0,995,264.0,1,0.0,TA,1999,30,1925,115000
5,1582,TA,BrkSide,TA,273.0,952.0,994,250.0,2,0.0,TA,1950,50,1938,150000
5,1072,TA,BrkSide,TA,134.0,1072.0,1072,1184.0,1,0.0,TA,1950,30,1925,126500
6,2134,TA,BrkSide,Gd,0.0,844.0,1445,441.0,2,0.0,TA,1994,75,1916,214500
7,2019,Gd,BrkSide,Gd,0.0,728.0,1136,532.0,1,0.0,TA,1993,70,1910,167500
6,1768,TA,OldTown,TA,0.0,1048.0,1048,576.0,2,0.0,TA,1950,70,1915,155000
7,1826,TA,OldTown,Ex,299.0,910.0,916,164.0,1,0.0,Gd,2005,70,1915,155000
7,1944,TA,OldTown,TA,0.0,672.0,1272,216.0,2,0.0,TA,1994,70,1915,179900
5,2128,TA,OldTown,TA,0.0,1040.0,1088,0.0,2,0.0,TA,1950,90,1922,62500
6,1930,TA,IDOTRR,TA,522.0,720.0,1146,316.0,2,0.0,TA,1950,70,1927,149000
6,1427,TA,OldTown,Gd,0.0,483.0,741,379.0,1,0.0,TA,2002,70,1915,123000
7,1864,TA,OldTown,TA,169.0,1020.0,978,0.0,2,188.0,TA,2000,190,1902,97500
6,1666,TA,IDOTRR,TA,0.0,1204.0,1204,384.0,1,0.0,TA,1950,50,1927,135000
4,892,Gd,IDOTRR,Gd,749.0,858.0,892,0.0,1,0.0,TA,1950,85,1923,70000
6,1403,TA,IDOTRR,TA,276.0,698.0,754,308.0,1,0.0,TA,1965,190,1915,116000
4,704,Fa,Sawyer,Fa,0.0,560.0,704,220.0,1,0.0,TA,2001,20,1946,88750
5,1200,Gd,Edwards,TA,1200.0,1200.0,1200,0.0,3,0.0,TA,1988,90,1987,179000
5,1200,Gd,Edwards,TA,1200.0,1200.0,1200,0.0,3,0.0,TA,1988,90,1987,179000
5,1152,Gd,Edwards,TA,1152.0,1152.0,1152,252.0,2,0.0,TA,1978,90,1978,159900
1,904,Fa,Edwards,Fa,350.0,683.0,904,0.0,0,0.0,Fa,1950,30,1922,61000
6,1369,TA,Edwards,TA,551.0,672.0,697,300.0,2,0.0,TA,1950,70,1925,103600
5,1112,TA,Edwards,TA,0.0,585.0,687,226.0,2,0.0,TA,1950,50,1934,63000
5,1464,Gd,Sawyer,TA,444.0,520.0,1464,480.0,2,0.0,TA,1999,80,1963,175000
5,1121,TA,Sawyer,TA,651.0,1121.0,1121,480.0,1,0.0,TA,1963,20,1963,139000
6,1683,TA,Sawyer,TA,226.0,918.0,918,440.0,2,92.0,TA,1978,60,1978,172500
5,1052,TA,Sawyer,TA,527.0,1052.0,1052,668.0,1,172.0,TA,1967,20,1967,113500
5,899,TA,Sawyer,Gd,450.0,864.0,899,288.0,1,89.0,TA,2004,20,1967,130000
6,1034,Gd,Sawyer,TA,456.0,456.0,1034,504.0,1,23.0,TA,1978,85,1978,149900
5,858,Gd,Sawyer,TA,685.0,858.0,858,576.0,1,0.0,TA,1982,85,1982,134900
5,860,TA,Sawyer,TA,672.0,840.0,860,528.0,1,0.0,TA,1982,85,1982,137000
5,1092,TA,Sawyer,TA,170.0,1092.0,1092,288.0,1,116.0,TA,1962,20,1962,139000
6,1138,TA,Sawyer,TA,588.0,1138.0,1138,480.0,1,54.0,TA,1960,80,1960,148000
5,2071,TA,ClearCr,TA,0.0,825.0,2071,336.0,1,366.0,TA,1956,80,1956,165000
2,660,,Sawyer,Fa,0.0,0.0,660,0.0,1,0.0,TA,1950,20,1947,63900
4,1788,TA,ClearCr,TA,0.0,1104.0,1104,304.0,1,0.0,TA,1989,50,1957,161500
5,1473,TA,ClearCr,Ex,1324.0,1437.0,1473,452.0,1,0.0,TA,2003,20,1968,143000
4,1229,TA,Edwards,TA,1059.0,1134.0,1229,284.0,1,0.0,TA,1956,20,1956,135000
4,861,TA,Edwards,TA,262.0,861.0,861,539.0,1,0.0,TA,1950,30,1940,82500
5,1867,TA,ClearCr,TA,379.0,1617.0,1867,303.0,1,0.0,Gd,1993,20,1955,190000
3,1733,,Edwards,TA,0.0,0.0,1733,452.0,2,0.0,TA,1955,20,1955,139600
4,1383,,Edwards,TA,0.0,0.0,1383,498.0,1,0.0,TA,1954,20,1954,122000
6,1689,TA,Edwards,TA,0.0,1436.0,1689,480.0,1,0.0,TA,1956,20,1956,127500
5,1073,TA,Edwards,TA,257.0,1073.0,1073,340.0,1,0.0,TA,1956,20,1956,121500
5,1276,TA,Edwards,TA,0.0,1276.0,1276,350.0,1,0.0,TA,1958,20,1958,60000
6,1639,TA,Edwards,Gd,342.0,747.0,892,240.0,1,0.0,TA,1950,60,1946,154400
4,672,TA,Edwards,TA,344.0,672.0,672,234.0,1,0.0,TA,1950,30,1941,113000
5,1089,Gd,Edwards,TA,173.0,1089.0,1089,252.0,1,0.0,TA,1954,20,1954,125000
4,845,,Edwards,TA,0.0,0.0,845,290.0,1,0.0,TA,1957,20,1957,84000
5,1049,Gd,Edwards,Gd,552.0,1049.0,1049,266.0,2,149.0,Gd,1984,120,1984,139500
5,1716,TA,Edwards,TA,292.0,768.0,1148,281.0,1,0.0,TA,2008,50,1949,131000
6,1258,TA,Edwards,TA,204.0,560.0,698,280.0,1,0.0,TA,1950,50,1939,105000
4,1510,TA,Edwards,TA,0.0,755.0,755,296.0,1,0.0,TA,1950,70,1940,108000
7,1061,Gd,SawyerW,Gd,460.0,1054.0,1061,462.0,1,0.0,Gd,1991,80,1990,162000
6,1338,Gd,SawyerW,Gd,70.0,520.0,1338,576.0,1,100.0,Gd,1983,80,1983,156500
8,2132,Gd,SawyerW,Gd,1441.0,1496.0,1496,612.0,1,0.0,Gd,2009,50,1983,316600
7,2196,Gd,SawyerW,Gd,485.0,2158.0,2196,701.0,2,234.0,Gd,1991,20,1990,271900
7,1775,Gd,SawyerW,Gd,513.0,740.0,1006,425.0,2,137.0,Gd,1993,60,1993,213000
7,1879,Gd,SawyerW,Gd,474.0,1079.0,1079,473.0,2,0.0,Gd,1994,60,1993,239900
8,2020,Gd,SawyerW,Gd,584.0,1128.0,1142,466.0,2,0.0,Gd,1995,60,1995,239500
5,2016,,SawyerW,TA,0.0,0.0,1288,576.0,1,0.0,Gd,2007,70,1880,131000
5,1535,,SawyerW,TA,0.0,0.0,1535,410.0,2,0.0,TA,1979,90,1979,118964
5,1224,Gd,SawyerW,TA,1086.0,1086.0,1224,528.0,0,275.0,TA,1979,90,1979,153337
5,2228,,SawyerW,TA,0.0,0.0,1114,720.0,2,0.0,TA,1979,90,1979,147983
5,1535,,SawyerW,TA,0.0,0.0,1535,400.0,2,0.0,TA,1979,90,1979,118858
5,1535,,SawyerW,TA,0.0,0.0,1535,400.0,2,0.0,TA,1979,90,1979,118858
5,2240,,SawyerW,TA,0.0,0.0,1120,528.0,2,0.0,TA,1979,90,1979,142953
5,1229,Gd,SawyerW,Gd,1094.0,1094.0,1229,672.0,0,216.0,TA,1979,90,1979,148325
5,1513,,SawyerW,TA,0.0,0.0,1513,400.0,2,0.0,TA,1979,90,1979,113722
7,2787,Ex,SawyerW,TA,820.0,1168.0,1168,820.0,4,23.0,TA,2000,90,2000,269500
7,2787,Ex,SawyerW,TA,820.0,1168.0,1168,820.0,4,23.0,TA,2000,90,2000,269500
7,2787,Ex,SawyerW,TA,820.0,1168.0,1168,820.0,4,23.0,TA,2000,90,2000,269500
9,1680,Ex,CollgCr,Ex,1021.0,1555.0,1680,1138.0,1,242.0,Ex,2009,20,2009,323262
8,1718,Ex,CollgCr,Gd,1288.0,1705.0,1718,826.0,2,336.0,Gd,2008,20,2007,297000
8,1630,Ex,CollgCr,Ex,0.0,1622.0,1630,860.0,2,270.0,Gd,2008,20,2008,295493
9,1720,Ex,CollgCr,Ex,1104.0,1720.0,1720,846.0,2,364.0,Ex,2008,20,2008,332000
8,1468,Gd,CollgCr,Gd,0.0,1468.0,1468,904.0,2,0.0,Gd,2008,20,2008,239900
8,1768,Gd,CollgCr,Gd,20.0,866.0,866,578.0,2,0.0,Gd,2007,60,2007,212000
8,1838,Ex,CollgCr,Gd,1359.0,1838.0,1838,524.0,2,352.0,Gd,2008,20,2007,272500
9,1800,Ex,CollgCr,Ex,0.0,1800.0,1800,702.0,2,0.0,Gd,2007,20,2007,239000
7,1604,Gd,CollgCr,Gd,1334.0,1604.0,1604,660.0,2,180.0,Gd,2006,20,2006,220000
7,1290,Gd,CollgCr,Gd,902.0,1282.0,1290,662.0,2,0.0,Gd,2007,20,2007,200000
8,1254,Gd,CollgCr,Gd,872.0,1254.0,1254,810.0,2,140.0,Gd,2008,20,2008,221800
7,1232,Gd,CollgCr,Gd,724.0,1232.0,1232,632.0,2,82.0,Gd,2007,20,2007,194500
8,1498,Ex,CollgCr,Gd,24.0,1498.0,1498,844.0,2,76.0,Gd,2006,20,2005,237000
6,1422,Gd,CollgCr,Gd,0.0,704.0,704,440.0,2,0.0,Gd,2006,60,2005,173000
7,1644,Gd,SawyerW,Gd,1518.0,1518.0,1644,569.0,2,145.0,Gd,1989,80,1989,275000
7,1759,Gd,ClearCr,Gd,800.0,1449.0,944,525.0,2,0.0,Gd,1993,60,1992,233500
5,2126,TA,ClearCr,TA,249.0,1013.0,1160,538.0,2,0.0,TA,1967,60,1967,185000
5,1040,Gd,CollgCr,Gd,732.0,1040.0,1040,576.0,1,0.0,TA,1996,20,1996,152000
5,990,TA,CollgCr,TA,755.0,990.0,990,440.0,1,0.0,TA,1994,20,1994,143000
6,1764,Gd,CollgCr,Gd,821.0,928.0,928,470.0,2,0.0,TA,1997,60,1997,231500
7,1661,Gd,CollgCr,Gd,385.0,799.0,827,550.0,2,0.0,Gd,1996,60,1996,212000
7,1463,Gd,CollgCr,TA,950.0,1463.0,1463,539.0,2,0.0,TA,1998,20,1998,207000
5,1097,Gd,CollgCr,TA,0.0,1097.0,1097,672.0,1,0.0,TA,1995,20,1994,145000
5,990,Gd,CollgCr,TA,746.0,990.0,990,480.0,1,0.0,TA,1995,20,1994,138000
7,1779,Gd,CollgCr,Gd,0.0,866.0,866,546.0,2,0.0,TA,1998,60,1998,197900
7,1501,Gd,CollgCr,Gd,679.0,1490.0,1501,577.0,2,183.0,Gd,1999,20,1999,204000
7,1431,Gd,CollgCr,Gd,560.0,1431.0,1431,666.0,2,0.0,Gd,1999,20,1999,192000
6,1772,Gd,CollgCr,TA,606.0,928.0,928,492.0,2,120.0,TA,1998,60,1998,200000
7,1660,Gd,CollgCr,Gd,0.0,831.0,831,493.0,2,95.0,Gd,2002,60,2002,195000
7,1573,Gd,CollgCr,Gd,788.0,1573.0,1573,544.0,2,110.0,Gd,2002,20,2002,227000
7,1840,Gd,CollgCr,Gd,666.0,944.0,944,622.0,2,0.0,Gd,2001,60,2001,230000
7,1430,Gd,CollgCr,Gd,0.0,1413.0,1430,605.0,2,0.0,Gd,2002,20,2001,187100
7,1492,Gd,CollgCr,Gd,24.0,1492.0,1492,608.0,2,180.0,Gd,2001,20,2001,201000
5,1040,Gd,CollgCr,TA,616.0,1040.0,1040,0.0,2,136.0,TA,1978,20,1978,124000
5,907,Gd,CollgCr,TA,625.0,907.0,907,343.0,1,76.0,TA,1978,20,1978,140000
5,914,TA,CollgCr,TA,710.0,914.0,914,444.0,1,40.0,TA,1979,20,1979,134900
5,1040,Gd,CollgCr,Gd,532.0,1040.0,1040,484.0,2,0.0,TA,2008,20,1977,150500
5,864,TA,CollgCr,TA,646.0,864.0,864,336.0,1,90.0,Gd,2005,20,1978,136500
5,1268,Gd,CollgCr,Gd,196.0,1268.0,1268,252.0,1,0.0,TA,1989,20,1977,143500
5,864,TA,CollgCr,TA,460.0,864.0,864,338.0,1,0.0,TA,1972,20,1972,133500
5,894,TA,CollgCr,TA,777.0,894.0,894,600.0,1,0.0,TA,1972,20,1972,123000
5,768,Gd,CollgCr,TA,660.0,768.0,768,396.0,1,0.0,TA,2003,85,1972,133900
5,768,Gd,CollgCr,TA,656.0,768.0,768,396.0,1,0.0,TA,2007,85,1972,133000
7,1611,Gd,CollgCr,Gd,1234.0,1569.0,1611,1231.0,2,0.0,Gd,2002,20,2002,250000
8,2184,Gd,CollgCr,Gd,0.0,1068.0,1068,570.0,2,198.0,Gd,2003,60,2003,254750
8,1788,Gd,CollgCr,Ex,0.0,1753.0,1788,522.0,2,0.0,Gd,2001,20,2001,236500
8,1872,Gd,CollgCr,Ex,990.0,1299.0,1299,531.0,2,108.0,Gd,2001,60,2001,261500
9,2153,Ex,CollgCr,Ex,904.0,1440.0,1476,736.0,2,204.0,Gd,2000,60,2000,313000
7,1725,Gd,CollgCr,Gd,0.0,840.0,840,550.0,2,,Gd,2002,60,2002,198500
7,1870,Gd,CollgCr,Gd,0.0,944.0,944,608.0,2,0.0,Gd,2001,60,2001,211000
8,1513,Gd,CollgCr,Gd,1246.0,1462.0,1513,521.0,2,260.0,Gd,2000,20,1999,220000
7,1504,Gd,CollgCr,Gd,690.0,1504.0,1504,478.0,2,196.0,Gd,1996,20,1996,203000
8,1828,Ex,CollgCr,Gd,1360.0,1822.0,1828,523.0,2,164.0,Gd,2003,20,2002,279500
7,1417,Gd,CollgCr,Gd,1111.0,1417.0,1417,511.0,2,209.0,Gd,1998,20,1997,210000
7,2034,Gd,CollgCr,Gd,739.0,1057.0,1057,645.0,2,573.0,TA,1998,60,1997,219500
7,1716,Gd,CollgCr,Gd,0.0,880.0,909,512.0,2,0.0,Gd,1996,60,1996,191000
7,1212,Gd,CollgCr,Gd,0.0,1212.0,1212,573.0,2,0.0,Gd,2001,20,2001,178000
7,1630,Gd,CollgCr,Gd,0.0,1630.0,1630,451.0,2,171.0,Gd,2001,20,2000,213000
6,848,Gd,CollgCr,Gd,685.0,848.0,848,420.0,1,170.0,Gd,2004,120,2003,144000
6,848,Gd,CollgCr,Gd,685.0,848.0,848,420.0,1,170.0,Gd,2003,120,2003,140000
8,1602,Gd,CollgCr,Gd,1478.0,1578.0,1602,810.0,2,180.0,Gd,2007,20,2007,293200
7,1728,Gd,CollgCr,Gd,0.0,864.0,864,572.0,2,0.0,Gd,2004,60,2004,190000
7,1500,Gd,CollgCr,Gd,20.0,1500.0,1500,570.0,2,210.0,Gd,2004,20,2004,190000
6,1476,Gd,CollgCr,Gd,193.0,738.0,738,540.0,2,0.0,Gd,2005,60,2005,173500
6,1396,Gd,CollgCr,Gd,0.0,608.0,608,440.0,2,0.0,Gd,2007,60,2007,170000
4,1126,,Edwards,Gd,0.0,0.0,1126,520.0,2,0.0,TA,2003,20,1949,108000
5,1486,TA,Edwards,TA,637.0,1486.0,1486,480.0,1,0.0,TA,1999,20,1964,167000
4,816,TA,Edwards,TA,690.0,816.0,816,288.0,1,0.0,TA,1958,20,1938,100000
7,1922,,Edwards,Gd,0.0,0.0,495,672.0,3,500.0,Gd,2003,85,2003,198500
6,1426,TA,Edwards,TA,535.0,690.0,698,440.0,1,140.0,TA,1977,60,1977,159500
4,1149,TA,Edwards,TA,399.0,1014.0,1149,544.0,1,0.0,TA,1971,20,1960,127000
6,1125,TA,Edwards,TA,631.0,1041.0,1125,352.0,1,255.0,TA,1976,80,1976,125000
9,1698,Ex,Edwards,Ex,1234.0,1698.0,1698,768.0,2,340.0,Ex,2008,20,2007,320000
6,1072,Gd,Edwards,TA,547.0,547.0,1072,525.0,1,80.0,TA,2006,180,2005,145500
5,698,TA,Edwards,TA,0.0,698.0,698,0.0,1,0.0,TA,2008,20,1947,118000
4,876,TA,Edwards,TA,332.0,876.0,876,320.0,1,0.0,TA,1959,20,1959,85000
5,1368,Fa,Edwards,TA,1078.0,1078.0,1368,195.0,1,0.0,TA,1950,20,1950,120000
4,1529,,Edwards,TA,0.0,0.0,1088,240.0,2,0.0,TA,1950,50,1945,98000
5,864,Fa,Edwards,TA,0.0,864.0,864,0.0,1,0.0,TA,1950,30,1922,99900
3,944,,Edwards,Fa,0.0,0.0,944,528.0,1,0.0,TA,1952,20,1952,82000
5,1678,TA,Edwards,TA,0.0,1678.0,1678,0.0,2,74.0,TA,1959,90,1959,119900
5,1560,TA,Edwards,TA,546.0,1150.0,1560,313.0,1,259.0,TA,1956,20,1956,103500
4,960,TA,Edwards,TA,0.0,672.0,960,288.0,1,0.0,TA,1956,20,1956,112000
6,1196,TA,Edwards,Gd,0.0,684.0,684,528.0,1,0.0,TA,2000,50,1920,110000
5,1298,TA,Edwards,TA,626.0,720.0,854,256.0,1,0.0,TA,1950,50,1941,122000
5,1604,TA,Edwards,TA,408.0,984.0,984,660.0,2,0.0,TA,1960,50,1941,117000
5,1268,TA,SWISU,TA,832.0,832.0,832,250.0,1,88.0,TA,1950,50,1938,160000
5,1520,TA,SWISU,TA,182.0,793.0,848,281.0,1,0.0,TA,2000,50,1932,159434
2,438,TA,SWISU,Fa,290.0,290.0,438,246.0,1,0.0,TA,1950,30,1920,60000
6,1489,TA,SWISU,TA,0.0,778.0,944,240.0,2,0.0,TA,1950,50,1940,139500
6,1242,TA,SWISU,TA,0.0,583.0,647,180.0,1,0.0,TA,1950,70,1935,105000
4,1981,TA,SWISU,Gd,622.0,1122.0,1328,576.0,2,0.0,TA,1950,50,1928,135000
6,1232,TA,Crawfor,Gd,0.0,816.0,1232,440.0,1,0.0,Gd,2000,30,1916,147500
6,1608,TA,SWISU,Gd,264.0,976.0,1160,216.0,2,0.0,TA,1990,50,1925,137450
7,1135,Gd,SWISU,Gd,350.0,560.0,575,576.0,1,0.0,Gd,2007,70,1936,155000
6,1913,TA,Crawfor,TA,0.0,896.0,1172,342.0,1,0.0,TA,1950,50,1928,177000
7,1477,TA,SWISU,TA,0.0,861.0,877,216.0,2,0.0,TA,1950,50,1928,145000
7,1228,TA,Crawfor,TA,0.0,600.0,628,215.0,1,0.0,TA,1990,70,1918,137000
7,2080,Gd,Crawfor,Gd,0.0,1276.0,1276,282.0,1,0.0,Gd,2004,70,1926,234000
5,1567,TA,Crawfor,TA,728.0,840.0,840,440.0,1,0.0,TA,1950,50,1940,205000
6,1494,TA,Crawfor,Gd,547.0,771.0,753,213.0,1,0.0,TA,1950,70,1942,177500
5,1308,TA,Crawfor,TA,428.0,728.0,976,256.0,1,0.0,Gd,1950,50,1940,160000
5,1273,TA,Crawfor,TA,793.0,1273.0,1273,307.0,1,0.0,TA,1960,20,1960,155000
5,964,Gd,Crawfor,TA,713.0,876.0,964,432.0,1,0.0,TA,2006,30,1921,163500
5,1343,TA,Crawfor,TA,0.0,731.0,820,186.0,1,0.0,TA,1950,50,1921,154900
7,2480,TA,Crawfor,TA,246.0,920.0,1240,400.0,2,0.0,TA,1950,90,1940,205000
5,1112,TA,Crawfor,TA,154.0,1112.0,1112,390.0,1,0.0,TA,1954,20,1954,144800
7,1564,TA,Crawfor,Fa,275.0,704.0,860,234.0,1,0.0,TA,1950,70,1941,174500
6,1561,TA,Crawfor,TA,65.0,1561.0,1561,463.0,2,132.0,TA,1960,20,1960,193000
5,1523,TA,Crawfor,Fa,312.0,1067.0,986,295.0,2,0.0,TA,2005,50,1949,158000
6,1152,TA,Crawfor,Gd,0.0,1092.0,1152,300.0,1,0.0,TA,2004,20,1950,158500
6,1906,TA,Crawfor,TA,784.0,1310.0,1906,576.0,1,420.0,TA,1954,20,1954,224000
6,1032,TA,Blueste,TA,0.0,516.0,516,452.0,1,0.0,TA,1980,160,1980,115000
6,1229,Gd,Blueste,Gd,471.0,561.0,561,462.0,1,0.0,TA,1992,160,1980,137000
6,1229,Gd,Blueste,TA,0.0,561.0,561,462.0,1,0.0,TA,1980,160,1980,121000
6,1229,Gd,Blueste,TA,285.0,561.0,561,462.0,1,0.0,TA,1980,160,1980,124000
6,1982,TA,Crawfor,TA,454.0,572.0,1182,501.0,2,242.0,TA,1986,80,1986,208000
7,2365,Gd,Crawfor,Ex,803.0,1803.0,2365,551.0,2,0.0,Gd,2009,20,1971,315000
6,1680,Gd,Crawfor,Gd,808.0,880.0,1680,540.0,2,260.0,Gd,2007,20,1988,222000
5,1344,TA,IDOTRR,TA,456.0,672.0,672,468.0,1,0.0,TA,1997,70,1920,147000
