OverallQual,GrLivArea,BsmtQual,Neighborhood,KitchenQual,BsmtFinSF1,TotalBsmtSF,1stFlrSF,GarageArea,FullBath,MasVnrArea,ExterQual,YearRemod/Add,MSSubClass,YearBuilt,SalePrice
8,1616,Gd,StoneBr,Gd,1180.0,1595.0,1616,608.0,2,0.0,Gd,1996,120,1995,236500
5,1355,TA,Edwards,TA,351.0,644.0,808,0.0,2,0.0,TA,1999,190,1940,127500
8,1968,Ex,Timber,Ex,0.0,774.0,774,680.0,2,84.0,Gd,2010,60,2009,269500
9,2020,Ex,NridgHt,Ex,1232.0,2020.0,2020,896.0,2,450.0,Ex,2008,20,2008,404000
6,1603,TA,Crawfor,TA,0.0,784.0,819,599.0,1,0.0,TA,1950,70,1923,138000
8,1848,Gd,Somerst,Gd,484.0,975.0,975,592.0,2,0.0,Gd,2000,60,2000,254000
6,1133,TA,OldTown,TA,96.0,192.0,1133,308.0,1,0.0,TA,2008,20,2008,143000
4,1131,Fa,OldTown,TA,168.0,907.0,1131,672.0,1,435.0,TA,2000,30,1937,89471
5,1510,TA,NAmes,Gd,1010.0,1510.0,1510,517.0,2,268.0,TA,1967,20,1967,178900
6,1525,TA,Gilbert,TA,700.0,813.0,813,400.0,2,0.0,TA,1998,60,1997,183500
7,1939,Gd,CollgCr,Gd,796.0,1054.0,1070,555.0,2,227.0,TA,1998,60,1998,227000
9,3078,Ex,NoRidge,Gd,672.0,1408.0,1671,806.0,2,422.0,Gd,1998,60,1998,410000
5,898,Gd,NAmes,TA,744.0,833.0,898,326.0,1,0.0,TA,1968,85,1968,140000
5,988,TA,NAmes,TA,534.0,876.0,988,276.0,1,0.0,TA,1950,20,1950,119000
6,1381,TA,NWAmes,Gd,982.0,1161.0,1381,676.0,1,0.0,TA,2006,20,1972,197500
3,1588,Fa,OldTown,TA,0.0,448.0,1588,0.0,2,0.0,TA,1992,20,1949,65000
6,1458,Gd,Somerst,TA,419.0,729.0,729,440.0,2,1129.0,TA,1999,160,1999,176000
4,605,TA,Edwards,TA,348.0,528.0,605,0.0,1,0.0,TA,2002,30,1920,86000
5,1150,TA,Edwards,TA,230.0,799.0,799,215.0,1,0.0,TA,1950,50,1942,128000
3,936,Fa,IDOTRR,TA,0.0,216.0,576,0.0,1,0.0,TA,1950,50,1916,78000
5,796,Fa,Edwards,TA,0.0,796.0,796,0.0,1,0.0,TA,1950,30,1910,85000
5,914,TA,NAmes,Ex,81.0,914.0,914,368.0,1,32.0,TA,2002,20,1970,133000
6,1133,TA,NAmes,TA,621.0,795.0,765,900.0,1,0.0,TA,1950,50,1950,128500
6,1232,TA,BrkSide,TA,276.0,600.0,608,217.0,1,0.0,TA,1950,70,1939,128000
5,1716,TA,SWISU,Fa,210.0,780.0,936,0.0,2,0.0,TA,2000,190,1912,135900
5,864,TA,NAmes,TA,648.0,864.0,864,312.0,1,0.0,TA,1967,20,1967,130000
2,407,TA,OldTown,TA,0.0,407.0,407,297.0,1,0.0,TA,1950,20,1946,46500
5,1560,TA,Edwards,TA,546.0,1150.0,1560,313.0,1,259.0,TA,1956,20,1956,103500
7,2104,TA,OldTown,TA,0.0,1226.0,1226,432.0,2,0.0,TA,2005,75,1910,155000
5,1048,,NAmes,TA,0.0,0.0,1048,420.0,1,0.0,TA,1950,20,1950,98300
7,1302,TA,Sawyer,Gd,258.0,680.0,798,224.0,1,0.0,TA,1998,50,1940,165250
5,1680,TA,SWISU,TA,736.0,856.0,936,450.0,2,0.0,TA,1950,190,1910,114900
6,1152,TA,NWAmes,TA,0.0,912.0,1152,412.0,1,41.0,TA,1968,20,1968,143450
5,1200,Gd,IDOTRR,TA,0.0,780.0,780,0.0,1,0.0,TA,1950,50,1930,119000
5,1535,,SawyerW,TA,0.0,0.0,1535,400.0,2,0.0,TA,1979,90,1979,118858
8,2373,Gd,Gilbert,Gd,0.0,1052.0,1052,632.0,2,236.0,Gd,2005,60,2004,258000
7,2021,Ex,Gilbert,Gd,0.0,868.0,887,422.0,2,0.0,Gd,2006,60,2006,274725
7,1740,TA,Crawfor,TA,410.0,800.0,960,240.0,1,0.0,TA,1984,70,1940,219500
4,672,Fa,IDOTRR,TA,0.0,432.0,672,0.0,1,0.0,TA,1950,30,1925,72000
7,1737,Gd,CollgCr,Gd,0.0,851.0,851,578.0,2,0.0,Gd,2006,60,2006,203160
5,1664,,Edwards,TA,0.0,0.0,1664,0.0,2,0.0,TA,1965,90,1965,100000
6,1468,Ex,Somerst,Gd,1414.0,1468.0,1468,528.0,2,0.0,Gd,2005,20,2005,271500
6,1262,Gd,Veenker,TA,978.0,1262.0,1262,460.0,2,0.0,TA,1976,20,1976,181500
8,2006,Gd,NoRidge,Gd,1660.0,1982.0,2006,938.0,2,495.0,Gd,1998,20,1998,350000
5,1050,Gd,NAmes,TA,500.0,1043.0,1050,336.0,1,178.0,TA,1971,20,1971,143000
6,2640,TA,NWAmes,Gd,0.0,932.0,1271,515.0,2,256.0,TA,1997,60,1967,256900
6,1055,Gd,Sawyer,Gd,968.0,1044.0,1055,542.0,1,0.0,TA,2006,20,1973,147000
8,1550,Gd,Somerst,Gd,0.0,1550.0,1550,528.0,2,,Gd,2007,120,2006,207500
7,2061,Gd,NoRidge,Gd,816.0,1070.0,1094,647.0,2,286.0,Gd,1996,60,1995,260000
5,1680,TA,NWAmes,TA,0.0,1680.0,1680,528.0,2,164.0,TA,1976,90,1976,136905
7,1337,Gd,CollgCr,Gd,699.0,1337.0,1337,531.0,2,0.0,Gd,2003,20,2003,185000
6,2521,Gd,MeadowV,TA,837.0,942.0,1291,576.0,2,0.0,TA,1973,160,1973,151400
5,1118,Gd,OldTown,TA,507.0,793.0,793,410.0,1,0.0,TA,1950,190,1939,119900
3,1344,TA,IDOTRR,TA,0.0,536.0,808,0.0,2,0.0,Fa,1950,190,1915,82375
6,1470,Gd,Gilbert,TA,182.0,794.0,794,388.0,2,0.0,TA,1997,60,1997,177000
4,1092,,IDOTRR,Fa,0.0,0.0,372,0.0,2,0.0,Fa,1950,190,1930,55000
4,1573,TA,BrkSide,Gd,0.0,884.0,989,240.0,1,0.0,TA,1995,50,1935,133000
5,1367,TA,Edwards,TA,241.0,861.0,961,384.0,1,0.0,TA,1950,50,1900,119000
7,1662,Gd,Somerst,Ex,1430.0,1652.0,1662,711.0,2,0.0,Gd,2007,20,2006,291000
6,832,TA,NAmes,Gd,0.0,832.0,832,528.0,1,0.0,TA,1954,45,1954,105500
4,1981,TA,SWISU,Gd,622.0,1122.0,1328,576.0,2,0.0,TA,1950,50,1928,135000
8,2524,Gd,NWAmes,Gd,1104.0,2524.0,2524,542.0,2,0.0,Gd,1981,20,1981,278000
5,816,TA,Mitchel,Gd,641.0,816.0,816,264.0,1,0.0,Gd,2008,20,1982,130500
6,1773,TA,NAmes,TA,913.0,1313.0,1773,418.0,2,104.0,TA,1992,20,1961,183000
7,2329,Gd,SawyerW,Gd,1085.0,1475.0,1532,514.0,2,99.0,TA,1990,60,1990,262280
6,1116,TA,NWAmes,TA,888.0,1116.0,1116,528.0,2,196.0,TA,1974,20,1974,167900
5,1536,TA,BrkSide,TA,448.0,928.0,928,480.0,2,0.0,TA,1950,50,1930,138400
7,2046,Gd,NridgHt,Gd,866.0,998.0,1006,871.0,2,292.0,Gd,2004,60,2003,284000
8,1665,Gd,NWAmes,Gd,643.0,810.0,810,528.0,2,0.0,Gd,2001,60,2001,227000
9,1766,Ex,Somerst,Ex,1121.0,1766.0,1766,478.0,2,162.0,Ex,2009,20,2009,370878
7,1200,TA,NAmes,TA,654.0,1174.0,1200,440.0,2,202.0,TA,1966,20,1966,163500
10,2296,Ex,NridgHt,Ex,1338.0,1722.0,1728,842.0,2,420.0,Ex,2008,60,2008,451950
8,2199,Gd,NoRidge,Gd,0.0,1173.0,1182,516.0,2,1290.0,Gd,1997,75,1997,284500
7,2403,TA,ClearCr,TA,0.0,1032.0,1207,349.0,2,0.0,TA,1950,70,1940,244400
7,1430,TA,Gilbert,TA,0.0,384.0,774,410.0,2,0.0,TA,1999,80,1999,168000
5,1928,TA,SWISU,TA,0.0,686.0,948,0.0,2,0.0,TA,1995,190,1916,160000
7,1775,Gd,SawyerW,Gd,513.0,740.0,1006,425.0,2,137.0,Gd,1993,60,1993,213000
5,1828,Gd,IDOTRR,Gd,548.0,859.0,942,,2,0.0,TA,1999,70,1923,150909
6,1632,TA,NWAmes,Gd,400.0,800.0,800,484.0,1,252.0,TA,2000,60,1966,173000
6,1876,TA,NWAmes,Gd,442.0,901.0,943,540.0,2,270.0,Gd,1974,60,1974,185000
8,1179,Gd,StoneBr,TA,248.0,1166.0,1179,480.0,2,0.0,Gd,1988,120,1988,182000
5,1104,TA,NAmes,TA,774.0,1104.0,1104,384.0,1,0.0,TA,1958,20,1956,133000
6,1902,,Sawyer,TA,0.0,0.0,1318,539.0,2,0.0,TA,1978,90,1978,112000
6,1390,Gd,NAmes,Ex,1110.0,1705.0,1390,550.0,1,902.0,TA,1957,20,1957,252000
7,1422,Gd,CollgCr,Gd,0.0,1422.0,1422,626.0,2,106.0,Gd,2004,20,2004,179600
6,1844,Gd,NWAmes,TA,705.0,1844.0,1844,546.0,2,480.0,TA,1977,20,1977,190000
5,1588,TA,NAmes,TA,370.0,768.0,1024,480.0,1,0.0,TA,1967,50,1955,150000
5,864,TA,CollgCr,TA,390.0,864.0,864,352.0,1,0.0,TA,1972,20,1972,127000
8,1584,Gd,Somerst,Ex,0.0,1574.0,1584,594.0,2,0.0,Ex,2007,20,2007,261329
3,1040,,NAmes,TA,0.0,0.0,1040,400.0,2,0.0,TA,1950,90,1950,93500
7,1761,Gd,Somerst,Gd,0.0,874.0,874,578.0,3,0.0,Gd,2007,60,2007,227875
5,1632,TA,Mitchel,TA,496.0,784.0,784,898.0,1,178.0,Gd,1969,60,1969,173000
5,1437,TA,Sawyer,TA,988.0,1188.0,1437,576.0,1,0.0,TA,1987,20,1956,168000
5,1368,Fa,Edwards,TA,1078.0,1078.0,1368,195.0,1,0.0,TA,1950,20,1950,120000
7,1578,Ex,Somerst,Gd,1096.0,1578.0,1578,642.0,2,128.0,Gd,2006,20,2006,240000
5,924,TA,NAmes,TA,0.0,672.0,672,576.0,1,0.0,TA,2006,50,1949,122900
8,3194,Gd,Crawfor,TA,428.0,965.0,1940,380.0,2,0.0,TA,1998,70,1934,359100
3,944,,Edwards,Fa,0.0,0.0,944,528.0,1,0.0,TA,1952,20,1952,82000
6,1953,Gd,ClearCr,Gd,985.0,1580.0,1079,501.0,2,0.0,Gd,1992,60,1992,240000
6,1326,Gd,Gilbert,Gd,0.0,1326.0,1326,427.0,2,0.0,Gd,2006,20,2006,174190
5,672,TA,Sawyer,TA,0.0,672.0,672,240.0,1,0.0,TA,1997,30,1940,108000
7,1301,Gd,Somerst,Gd,0.0,1293.0,1301,572.0,2,0.0,Gd,2006,20,2006,187750
5,1054,TA,Sawyer,TA,0.0,1046.0,1054,240.0,1,0.0,Gd,1993,20,1947,124000
6,1375,TA,NAmes,TA,0.0,1367.0,1375,451.0,1,0.0,TA,1954,20,1954,140000
8,1712,Ex,NridgHt,Gd,1196.0,1712.0,1712,701.0,2,270.0,Gd,2003,20,2002,286500
7,1430,Gd,Gilbert,TA,0.0,384.0,774,400.0,2,0.0,TA,2000,80,2000,170000
6,752,Gd,SawyerW,TA,623.0,744.0,752,264.0,1,0.0,TA,1984,120,1984,125000
5,1551,Fa,SWISU,Fa,930.0,1058.0,1058,240.0,2,0.0,TA,1950,50,1938,137000
7,1367,Gd,NridgHt,Gd,20.0,1367.0,1367,484.0,2,144.0,Gd,2005,120,2005,192000
5,1567,TA,Crawfor,TA,728.0,840.0,840,440.0,1,0.0,TA,1950,50,1940,205000
7,2161,Gd,CollgCr,Gd,0.0,1257.0,1290,570.0,2,227.0,Gd,2001,60,2001,230500
8,2452,Gd,CollgCr,Gd,281.0,1028.0,1210,683.0,2,0.0,Gd,1999,60,1998,267000
5,1150,TA,NAmes,TA,781.0,1150.0,1150,288.0,1,0.0,TA,1961,20,1961,146000
5,1868,TA,NWAmes,Gd,381.0,780.0,1088,484.0,2,44.0,TA,1976,60,1976,197500
5,1154,TA,NAmes,Ex,408.0,864.0,1154,336.0,1,0.0,TA,2006,20,1953,142000
5,999,TA,Sawyer,Gd,588.0,999.0,999,264.0,1,0.0,TA,2001,20,1962,132500
7,1482,TA,OldTown,TA,624.0,650.0,832,324.0,1,0.0,TA,1988,70,1920,143000
5,1125,Gd,Edwards,TA,0.0,1125.0,1125,430.0,1,0.0,TA,2007,20,2006,155000
5,1230,TA,OldTown,TA,0.0,440.0,682,440.0,1,0.0,TA,1981,50,1910,110000
5,941,TA,Sawyer,TA,659.0,912.0,941,288.0,1,0.0,TA,1967,20,1967,129200
4,952,TA,IDOTRR,TA,0.0,756.0,952,330.0,1,0.0,Fa,1950,30,1896,50138
5,1224,Gd,ClearCr,Po,0.0,689.0,725,180.0,1,0.0,TA,1950,50,1917,107500
5,1100,Gd,CollgCr,TA,0.0,1100.0,1100,462.0,1,0.0,TA,1996,20,1996,145000
8,1341,Gd,CollgCr,Gd,915.0,1341.0,1341,482.0,1,158.0,Gd,2000,20,1999,246900
6,1337,Ex,Mitchel,TA,1201.0,1237.0,1337,405.0,2,443.0,TA,1998,120,1998,153500
5,1099,Gd,CollgCr,Gd,0.0,1099.0,1099,352.0,1,0.0,TA,2006,20,1995,144000
5,864,Fa,Edwards,TA,0.0,864.0,864,0.0,1,0.0,TA,1950,30,1922,99900
3,1376,TA,OldTown,TA,0.0,738.0,714,216.0,1,0.0,TA,1950,70,1905,96900
5,999,Gd,Sawyer,TA,925.0,925.0,999,308.0,1,0.0,TA,1963,190,1963,130000
3,840,TA,OldTown,Fa,0.0,798.0,840,250.0,1,0.0,TA,1950,30,1920,64000
6,1032,Gd,Blueste,TA,366.0,516.0,516,462.0,1,0.0,TA,1980,160,1980,116500
7,2068,Gd,BrkSide,Gd,474.0,1108.0,1160,315.0,1,0.0,TA,2005,75,1922,209500
6,1714,Gd,Gilbert,TA,871.0,923.0,947,451.0,2,0.0,TA,2000,60,1999,180000
6,2054,Gd,Gilbert,Gd,695.0,992.0,1022,390.0,2,40.0,Gd,2000,60,2000,244000
6,1561,TA,Crawfor,TA,65.0,1561.0,1561,463.0,2,132.0,TA,1960,20,1960,193000
5,1052,TA,NAmes,TA,1016.0,1052.0,1052,288.0,1,168.0,TA,1968,20,1968,138500
6,1117,TA,Edwards,TA,422.0,1029.0,1117,672.0,1,0.0,TA,1976,80,1976,107000
6,1604,Gd,Gilbert,TA,0.0,926.0,926,470.0,2,0.0,TA,1998,60,1997,181000
6,1256,Gd,Timber,Gd,920.0,1256.0,1256,578.0,2,228.0,Gd,1986,20,1986,180000
5,1360,TA,IDOTRR,Gd,0.0,803.0,803,297.0,1,0.0,TA,1995,50,1938,125500
4,1292,TA,Edwards,Gd,224.0,949.0,949,205.0,1,0.0,TA,2008,30,1923,108000
8,1739,Gd,Somerst,Gd,649.0,970.0,983,480.0,2,456.0,Gd,2000,160,1999,172500
8,1228,Gd,StoneBr,Gd,767.0,1228.0,1228,472.0,2,0.0,Gd,1989,120,1988,189000
9,2798,Ex,StoneBr,Ex,1218.0,1398.0,1414,670.0,3,600.0,Gd,2006,60,2005,457347
5,1422,TA,NAmes,TA,0.0,978.0,1422,286.0,1,0.0,TA,1978,20,1960,139900
5,1336,Gd,NWAmes,TA,553.0,1288.0,1336,502.0,2,128.0,TA,1969,20,1969,163000
3,1163,TA,OldTown,TA,256.0,1162.0,1163,220.0,1,0.0,TA,2005,20,1955,126175
5,1126,TA,Mitchel,TA,936.0,1126.0,1126,484.0,2,0.0,TA,1977,20,1977,160000
6,1367,TA,BrkSide,TA,425.0,884.0,959,560.0,1,0.0,TA,1950,50,1931,127500
5,1904,TA,NAmes,TA,180.0,1208.0,1136,240.0,1,0.0,TA,1982,50,1950,138000
5,1360,TA,Mitchel,TA,119.0,1104.0,1360,336.0,1,194.0,TA,1979,20,1969,140000
7,1725,Gd,CollgCr,Gd,0.0,840.0,840,550.0,2,,Gd,2002,60,2002,198500
8,2400,Gd,NridgHt,Gd,0.0,1082.0,1105,730.0,3,186.0,Gd,2004,60,2003,290000
4,872,TA,NAmes,TA,0.0,858.0,872,480.0,1,0.0,TA,1971,20,1971,123000
6,1279,TA,Mitchel,TA,641.0,1196.0,1279,473.0,2,0.0,TA,1977,20,1977,171500
5,912,TA,NAmes,TA,111.0,912.0,912,297.0,1,0.0,TA,1985,20,1958,120000
5,789,TA,Crawfor,TA,0.0,768.0,789,200.0,1,0.0,TA,1950,45,1926,96500
6,1338,Fa,Edwards,TA,0.0,832.0,846,528.0,2,0.0,TA,1950,50,1915,92000
6,1501,Gd,Gilbert,Gd,518.0,697.0,697,420.0,2,112.0,TA,1994,60,1993,165600
5,1456,Fa,Edwards,TA,0.0,810.0,1002,280.0,1,0.0,TA,1950,50,1948,91500
5,2414,TA,OldTown,TA,664.0,954.0,1766,520.0,2,0.0,TA,1970,190,1900,160000
7,1312,TA,NAmes,TA,637.0,1312.0,1312,495.0,1,125.0,TA,2001,20,1958,186000
7,1902,Gd,Crawfor,Ex,1406.0,1902.0,1902,567.0,2,0.0,Gd,2002,20,1959,335000
6,1334,Gd,NWAmes,TA,686.0,1350.0,1334,630.0,2,360.0,TA,1977,20,1977,167900
5,899,TA,OldTown,TA,0.0,481.0,899,200.0,1,0.0,TA,1950,30,1910,78000
5,1280,TA,NAmes,TA,602.0,793.0,1280,432.0,2,87.0,TA,1966,85,1966,175000
5,1676,TA,Mitchel,Gd,1112.0,1160.0,1676,672.0,1,0.0,TA,1994,20,1977,196000
4,1093,TA,OldTown,TA,0.0,869.0,1093,308.0,1,0.0,TA,2006,20,1958,115500
7,1426,TA,Crawfor,Gd,0.0,912.0,912,216.0,1,0.0,Gd,1998,50,1918,189950
9,2690,Ex,NridgHt,Ex,986.0,1365.0,1365,864.0,2,0.0,Gd,2009,60,2009,398800
7,1812,Gd,SawyerW,Gd,0.0,835.0,871,478.0,2,0.0,Gd,2004,60,2004,193000
9,1866,Gd,NridgHt,Ex,372.0,1858.0,1866,870.0,2,492.0,Ex,2008,120,2008,336860
5,872,TA,Sawyer,Fa,0.0,872.0,872,322.0,1,65.0,TA,1950,30,1924,105000
7,2291,Gd,Gilbert,Gd,0.0,975.0,1005,429.0,2,302.0,Gd,1999,60,1999,230000
8,2000,Gd,CollgCr,Gd,1464.0,2000.0,2000,888.0,2,246.0,Gd,2005,20,2004,305900
6,1520,TA,NAmes,TA,674.0,1156.0,1520,364.0,1,164.0,TA,1972,80,1955,153000
8,2161,Ex,NridgHt,Ex,1288.0,1582.0,1610,789.0,1,300.0,Gd,2007,60,2007,325624
7,2172,Ex,NridgHt,Gd,0.0,1063.0,1071,947.0,2,350.0,Gd,2006,60,2006,280000
5,866,TA,OldTown,Gd,329.0,686.0,866,0.0,1,0.0,TA,1997,30,1945,110500
5,2640,TA,OldTown,TA,1018.0,2171.0,1392,1008.0,2,0.0,TA,1975,190,1925,180000
7,1055,TA,NPkVill,TA,120.0,1055.0,1055,319.0,2,0.0,TA,1976,120,1976,137500
9,2589,Ex,NridgHt,Ex,1369.0,1738.0,1738,831.0,2,215.0,Gd,2006,60,2006,412083
5,1020,TA,Sawyer,TA,544.0,1024.0,1020,288.0,2,0.0,TA,1965,20,1965,124100
5,1327,TA,NAmes,Gd,405.0,1063.0,1327,624.0,1,0.0,TA,2002,20,1959,150750
5,1126,Gd,Sawyer,TA,104.0,1060.0,1126,506.0,1,0.0,TA,1984,85,1984,152000
5,954,TA,CollgCr,TA,483.0,911.0,954,576.0,1,0.0,TA,1976,80,1976,132500
7,1452,Gd,Somerst,Gd,549.0,691.0,713,506.0,2,218.0,Gd,1999,160,1999,156000
7,1718,Gd,Gilbert,TA,0.0,832.0,885,427.0,2,40.0,TA,1998,60,1998,185000
8,2349,Gd,NoRidge,Gd,250.0,1231.0,1251,762.0,2,504.0,Gd,1993,60,1993,362500
7,1709,Gd,Edwards,Gd,0.0,970.0,970,380.0,2,50.0,Gd,2004,160,2004,137500
5,1652,TA,Mitchel,TA,149.0,1652.0,1652,928.0,2,0.0,TA,1970,90,1970,146500
7,1682,TA,NWAmes,TA,0.0,1304.0,1682,530.0,2,288.0,TA,1970,20,1970,174000
5,1111,TA,Edwards,TA,236.0,616.0,616,200.0,1,0.0,TA,1950,50,1941,95000
5,1499,TA,OldTown,TA,445.0,904.0,904,869.0,1,0.0,TA,1950,50,1946,140000
6,1651,Gd,Timber,TA,1398.0,1606.0,1651,616.0,2,132.0,TA,1986,20,1986,184000
6,1664,TA,Mitchel,TA,0.0,1664.0,1664,616.0,2,0.0,TA,1978,90,1978,145000
7,1696,Gd,Crawfor,TA,434.0,1696.0,1696,625.0,2,652.0,TA,1971,20,1971,198000
5,1447,Fa,OldTown,TA,0.0,801.0,801,0.0,1,0.0,TA,1950,50,1910,103000
8,1976,Gd,NoRidge,Gd,791.0,1044.0,1079,885.0,2,242.0,Gd,1998,60,1998,286000
8,1659,Gd,StoneBr,Ex,1158.0,1501.0,1659,499.0,2,0.0,Gd,2000,120,2000,278000
5,1040,Gd,CollgCr,TA,539.0,1040.0,1040,748.0,1,0.0,TA,1977,20,1977,134900
4,1092,TA,MeadowV,TA,252.0,546.0,546,253.0,1,0.0,TA,1972,160,1972,85500
6,948,TA,BrDale,TA,276.0,483.0,483,264.0,1,504.0,TA,1972,160,1972,89000
7,1546,Gd,CollgCr,Gd,20.0,1546.0,1546,796.0,2,204.0,Gd,2006,20,2005,217000
5,890,TA,Sawyer,TA,890.0,890.0,890,308.0,1,0.0,TA,1968,190,1968,115000
6,1499,Gd,CollgCr,Gd,0.0,781.0,795,473.0,2,68.0,Gd,1995,60,1995,187000
6,1716,TA,BrkSide,Gd,0.0,810.0,1170,672.0,2,0.0,TA,2004,50,1915,162500
5,990,Gd,CollgCr,TA,716.0,990.0,990,576.0,1,0.0,TA,1995,20,1995,156000
7,1962,Gd,CollgCr,Gd,464.0,1391.0,1391,868.0,2,0.0,Gd,2006,60,2006,239799
7,1506,Gd,Blmngtn,Gd,16.0,1362.0,1506,440.0,2,145.0,Gd,2005,120,2005,213490
7,1314,Gd,NridgHt,Gd,904.0,1314.0,1314,626.0,2,166.0,Gd,2008,120,2007,230000
5,1112,TA,Crawfor,TA,154.0,1112.0,1112,390.0,1,0.0,TA,1954,20,1954,144800
5,1114,TA,NAmes,TA,0.0,1114.0,1114,451.0,1,0.0,TA,1961,20,1961,140000
5,672,Fa,OldTown,TA,0.0,672.0,672,256.0,1,0.0,TA,1950,30,1940,64000
6,1326,Gd,Gilbert,Gd,918.0,1326.0,1326,388.0,2,0.0,TA,2005,20,2005,203000
8,1704,Ex,NridgHt,Gd,1218.0,1704.0,1704,772.0,2,200.0,Gd,2008,20,2007,306000
6,1414,Gd,NAmes,TA,528.0,1184.0,1414,601.0,1,0.0,Ex,2002,20,1958,176500
4,1296,,Sawyer,TA,0.0,0.0,1296,516.0,2,0.0,TA,1967,90,1967,90000
7,1446,Gd,Gilbert,TA,604.0,729.0,729,406.0,2,0.0,TA,1997,60,1996,175000
6,1092,TA,BrDale,TA,312.0,525.0,525,264.0,1,567.0,TA,1973,160,1973,113500
5,1696,TA,Sawyer,TA,0.0,1140.0,1696,349.0,1,0.0,TA,1962,20,1962,143900
6,1650,Gd,Timber,TA,909.0,1632.0,1650,518.0,1,0.0,TA,1958,20,1958,250764
8,1544,Gd,NridgHt,Gd,0.0,1544.0,1544,868.0,2,256.0,Gd,2010,20,2009,290941
7,1405,Gd,NridgHt,Gd,1000.0,1405.0,1405,478.0,2,235.0,Gd,2003,120,2003,200000
4,1844,TA,OldTown,TA,48.0,709.0,1157,240.0,1,771.0,TA,1954,50,1900,80400
5,1582,TA,BrkSide,TA,273.0,952.0,994,250.0,2,0.0,TA,1950,50,1938,150000
7,1733,Gd,Gilbert,Gd,0.0,847.0,847,433.0,2,0.0,Gd,2003,60,2003,225000
7,1045,TA,NAmes,TA,809.0,1045.0,1045,528.0,1,0.0,TA,1962,20,1962,120000
8,2285,Gd,NoRidge,Gd,0.0,969.0,997,648.0,2,72.0,Gd,2000,60,2000,248000
5,1202,TA,NAmes,TA,435.0,1202.0,1202,304.0,1,0.0,TA,1956,20,1956,120000
6,1050,TA,NAmes,Gd,824.0,1050.0,1050,286.0,1,176.0,TA,2000,20,1954,156000
4,720,Fa,OldTown,Fa,0.0,448.0,448,280.0,1,0.0,TA,1998,50,1900,86900
7,3493,TA,OldTown,Gd,0.0,1470.0,1675,870.0,3,0.0,TA,2002,75,1880,295000
6,1489,TA,NWAmes,Gd,0.0,1489.0,1489,462.0,2,0.0,TA,1968,20,1968,185750
5,1145,Gd,NAmes,TA,271.0,301.0,1145,684.0,1,0.0,TA,1956,80,1956,127000
5,816,TA,NAmes,TA,708.0,816.0,816,308.0,1,0.0,TA,1957,20,1957,129900
5,1604,TA,Edwards,TA,408.0,984.0,984,660.0,2,0.0,TA,1960,50,1941,117000
6,1416,TA,NWAmes,TA,404.0,708.0,708,776.0,2,420.0,TA,1968,60,1968,179900
6,1639,TA,Edwards,Gd,342.0,747.0,892,240.0,1,0.0,TA,1950,60,1946,154400
5,1287,TA,NAmes,Gd,72.0,1063.0,1287,576.0,1,0.0,TA,2006,20,1959,162000
7,1479,Gd,CollgCr,Gd,0.0,1468.0,1479,577.0,2,125.0,Gd,2000,20,1999,191000
8,1780,Gd,Timber,Gd,770.0,920.0,920,612.0,2,0.0,Gd,2007,60,2007,264966
8,1646,Gd,Timber,Gd,0.0,1638.0,1646,870.0,2,274.0,Gd,2007,20,2006,248900
7,1720,Gd,NoRidge,Gd,919.0,1720.0,1720,527.0,2,338.0,Gd,1996,20,1996,260400
5,768,Gd,CollgCr,TA,656.0,768.0,768,396.0,1,0.0,TA,2007,85,1972,133000
5,2654,Gd,Sawyer,TA,267.0,671.0,1567,638.0,3,356.0,TA,1996,60,1920,158000
6,914,Gd,Edwards,Gd,475.0,914.0,914,0.0,1,,TA,2002,20,2002,117250
9,2748,Ex,NridgHt,Ex,1420.0,1850.0,1850,850.0,2,270.0,Gd,2006,60,2006,390000
7,1598,Gd,Gilbert,Gd,0.0,848.0,848,433.0,2,0.0,Gd,2005,60,2004,201490
5,1728,TA,Sawyer,TA,1332.0,1728.0,1728,504.0,2,336.0,TA,1963,90,1963,125000
7,2157,TA,NAmes,Gd,445.0,924.0,1216,487.0,2,309.0,TA,1966,60,1966,226000
6,1515,Gd,Gilbert,Gd,0.0,789.0,813,393.0,2,0.0,Gd,2004,60,2004,179000
8,1269,Gd,Blmngtn,Gd,24.0,1256.0,1269,430.0,2,16.0,Gd,2005,120,2004,192000
5,1582,TA,ClearCr,TA,812.0,1624.0,1582,390.0,2,621.0,TA,1964,20,1964,190000
8,1696,Gd,Somerst,Gd,0.0,1696.0,1696,972.0,2,240.0,Gd,2008,20,2008,275000
5,1200,Gd,Edwards,TA,1200.0,1200.0,1200,0.0,3,0.0,TA,1988,90,1987,179000
7,1352,Ex,Somerst,Gd,0.0,1352.0,1352,466.0,2,0.0,Gd,2007,120,2006,208900
6,1652,TA,NAmes,Gd,1386.0,1592.0,1652,510.0,1,136.0,TA,1991,20,1959,200000
8,2362,Ex,Somerst,Gd,901.0,1220.0,1220,1105.0,2,0.0,Gd,1998,60,1998,312500
5,816,TA,Mitchel,TA,534.0,816.0,816,264.0,1,0.0,TA,1983,20,1983,128500
5,970,Gd,Mitchel,TA,337.0,912.0,970,0.0,1,0.0,TA,1992,85,1992,132000
5,1226,,Crawfor,TA,0.0,0.0,1226,400.0,1,0.0,TA,1951,20,1951,153500
